Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold
HEMGN,74.55522543053858,2.9914553513317936,0.7851754467771384,5.170588764264019e-6,0.0013893067857297168,TRUE
OR1E1,3.378435382791044,2.9442837317059993,0.9312514242827886,8.42601403257676e-5,0.005692979468116259,TRUE
AC011995.1,3.3024404671441387,2.922261301644073,0.915685400858469,7.98904814171197e-5,0.005495839473149389,TRUE
NEUROG1,3.4446891535874875,2.9060084327477074,0.9989801540983101,0.07774285634171887,0.2547079466344165,FALSE
T,1.8951214517589303,2.8858211417763813,1.1431704995621272,2.50750132623731e-4,0.009671234481056442,TRUE
IL17B,1.660454725276088,2.8638678161096536,0.8748418688861936,0.13182259561340912,0.34189932036068005,FALSE
DPPA3P2,1.6662801927347601,2.840038329980396,0.8327144410538242,0.041079158332756785,0.17645418415682382,FALSE
TP73,65.96784003860225,2.839884237711212,0.443688796086123,0.17070816971548544,0.39545632296703237,FALSE
RN7SL632P,0.8605946706869606,2.832566515335164,1.1385796458054191,0.48279423172226493,NA,NA
LRRC14B,2.9122024028198843,2.8196245448237285,0.847027108065298,0.3036467017096151,0.5398557543473377,FALSE
GABRE,148.89358406234464,2.8140705600195846,0.47910875967454053,0.5576612819430986,0.7476183387120467,FALSE
DRD3,15.44628063412983,2.8116112612582884,1.1212599923070543,0.02955568231178591,0.14645713479487657,FALSE
LINC01987,3.0693681033154907,2.8026230212520105,1.207525583683997,6.648857730083799e-4,0.016910162772537183,TRUE
IFNA13,5.958032396806676,2.798675522826544,0.8448429737831257,3.875932484186956e-5,0.0042153534288736135,TRUE
GCNT1P2,2.979717403506774,2.771445110538331,1.0880933825442083,3.6667894928027814e-4,0.01174555473017149,TRUE
SOX5P1,3.501285339202996,2.763482200650763,0.8532063193873768,6.0741881913673234e-5,0.005081625791305432,TRUE
GPC3,106.84456046234473,2.7485650473636807,0.42967353042668943,0.4588152460324607,0.6763186655566911,FALSE
LINC00898,10.1669980829515,2.7176681339731013,0.9394006794179435,1.2013281715958407e-4,0.006595464930547453,TRUE
GAPDHP66,25.792697843511473,2.6941211317193545,0.7164058382698206,0.03233065396147145,0.15367321661312103,FALSE
HBG1,132.8249630628276,2.6755426899060244,1.1410736911574926,4.706564900979456e-4,0.013763538511327758,TRUE
SYNJ2-IT1,3.3471574066063283,2.667177321158507,0.9197973953791109,1.7494993365182527e-4,0.007912240662720865,TRUE
RN7SL784P,4.494419748270972,2.6629113733737033,1.1536618272731025,6.060009357912817e-4,0.015948054387507363,TRUE
LINC01451,6.778955794175401,2.630662028401836,1.0674248427375996,0.49774674576601424,0.7064878372831935,FALSE
ZDHHC20-IT1,4.552247699929968,2.6060523951902694,0.7250406059786783,1.6887702120535905e-5,0.0027549873480779965,TRUE
IFNA2,5.136625055758202,2.6048373908266544,1.2903453960330324,0.001083228822597499,0.022188218008344644,TRUE
AHSP,8.427847900371631,2.600005935582653,1.19747006973694,7.087160413043898e-4,0.017479876530616587,TRUE
SLC25A6P5,2.2230460171099846,2.575120498588342,0.7977673854811488,7.892370748744659e-5,0.005495839473149389,TRUE
KRT8P9,2.5147240641257214,2.5745275263283594,0.7660041499315804,5.9229849844469176e-5,0.00499260753683647,TRUE
LINC01877,27.689098315584534,2.5676069476035313,1.2155407388504047,7.717645871909882e-4,0.018447270615711497,TRUE
RPL5P25,5.126346017084756,2.54249483310265,0.7723475859230382,4.033652730864451e-5,0.004265027533343204,TRUE
LINC02072,14.710731549749372,2.542367279627783,0.7667997712446014,3.276440975800947e-5,0.003857249249810198,TRUE
PSG8-AS1,50.909721044512146,2.5251616633603224,0.718991351706956,1.5608599304557122e-5,0.0026406281445687414,TRUE
DLL3,564.8491336662631,2.5180699707230523,0.6941324656936035,0.44773233176140226,0.6662732049438148,FALSE
SPDYE7P,2.8187913331012346,2.504537575818581,0.7418445415330519,5.164337027213951e-5,0.004736879251587929,TRUE
PRDM13,1.5021452193463944,2.4914919981624224,1.7741796586909457,0.16273944677713126,0.3852011840546068,FALSE
MIR3648-1,4226.12975263869,2.4745999863329082,0.9076241095289567,0.062423902593212316,0.22280036120118393,FALSE
KRT18P26,5.391001867079531,2.4644558163851564,0.5301383770340937,2.022103467587268e-7,3.2987729354446864e-4,TRUE
SCNN1B,10.058517353143955,2.4266930716625397,1.0239523601347253,0.17237932084826812,0.39756045478473423,FALSE
LINC00940,61.98697417284941,2.423320804115649,0.7064589589853258,2.164874192780189e-5,0.0031293393473991603,TRUE
SLC25A6P4,9.006879345587658,2.41134306669184,0.41830850467342073,4.472240719388482e-10,5.107075289505677e-6,TRUE
ALOX12,7.071142678592697,2.3984840838342936,0.6043210588158142,0.11703151789826817,0.3196463570053273,FALSE
RN7SL79P,4.445689502783907,2.398216563782019,0.5497151410880151,8.950874966644437e-7,6.012618628329186e-4,TRUE
RSPO1,7.636390672887433,2.3846256786823354,0.8994853452587528,2.599916433641353e-4,0.009855727013992753,TRUE
TUBB1,70.88829677436604,2.3836332339453343,0.6425279480727732,0.17581437489092744,0.4015424508133892,FALSE
RN7SKP154,4.010733641546978,2.369482727027889,0.7442910763136837,6.96001278189422e-5,0.0052910765424578135,TRUE
KRT8P13,52.55973161325789,2.351807310699432,0.939136429344138,3.37503595740685e-4,0.011285863284218895,TRUE
CLDN19,2.406990186473406,2.3009457178452046,0.8243369883849389,0.2594719167934511,0.4948709066927457,FALSE
GACAT3,3.4611848976849147,2.288063430657988,1.472238414679265,0.0025554820096027673,0.036122751806998345,TRUE
PF4V1,9.170677165678486,2.28649293517054,0.8652459544639234,0.039520250794329435,0.17238407331774064,FALSE
LINC00958,40.44505796961694,2.270034143448441,0.4968555106169533,0.06522907140812201,0.22888856687333015,FALSE
AP000641.1,23.111015160941037,2.2685497932598784,0.4317051064149044,0.03160336193369976,0.15193331541294827,FALSE
AATK-AS1,6.435319703263775,2.258286071483143,0.7622903471693375,1.0887820283417603e-4,0.006295365251974041,TRUE
STH,26.107869095424373,2.257780802206873,0.49640661492015065,2.396138985890397e-7,3.648062841297201e-4,TRUE
PHBP4,12.638801582159331,2.2487291005937333,0.4750163876366576,0.06513326803423998,0.22875268470459895,FALSE
RBBP8NL,2.0547699286713605,2.2454019080315546,1.3251709637735416,0.001638681974552353,0.02832553010453022,TRUE
SNX18P4,46.47362810450128,2.2377813483909326,0.6666556725639975,2.820603516138524e-5,0.003572874629108516,TRUE
ATP4A,6.07920746686589,2.2339592644676816,1.3823865732959908,0.0018791829331290383,0.030766063806261006,TRUE
FGF17,162.32905231990424,2.2301693719540148,0.6610842524099281,2.6515193750618674e-5,0.0035414064916396482,TRUE
HNRNPA3P2,3.1165108041002805,2.229018860339498,0.7592647916841425,1.6134897823927985e-4,0.007611161790627416,TRUE
REM1,41.259987435814104,2.2206752674352157,0.4463403516077476,0.41542126681165714,0.6390208308020824,FALSE
TTLL7-IT1,154.37715938097315,2.2118811978582307,0.5983766493128221,8.313338877335503e-6,0.0017744705291538837,TRUE
ITGA2B,151.36263522751773,2.209487976108343,0.5119166396993202,6.629461058478017e-7,5.063648710719531e-4,TRUE
CA15P1,4.3168914381046415,2.204776670165706,0.7185000026945123,0.4014803955960895,0.6277838391769881,FALSE
TCL1A,3.747040494391601,2.1791341150288597,0.8158899874768587,0.334024000794641,0.5677927750535022,FALSE
MPIG6B,21.694185045569547,2.1702154671175453,0.5245096003069118,0.20098916021003346,0.43130615710203457,FALSE
OTOS,19.26364286385633,2.1674783433842526,0.9964584883764103,0.3384069258574794,0.5722973550284318,FALSE
SYT2,368.9619748607941,2.1645992527752873,0.8148980919980048,2.3540174396467566e-4,0.009333924358349352,TRUE
KLRC4,20.80792606400439,2.1561099621694977,0.6034555334949342,0.15553321740764525,0.3755753274240539,FALSE
GP9,25.34981478834108,2.13968108190907,0.7214630508095508,9.735884094057499e-5,0.0059855683490330665,TRUE
GAS2L1P2,29.261133085014894,2.139336375420602,0.7975656171020681,2.1445696035365922e-4,0.008825193725256258,TRUE
CFTR,27.63944839523417,2.136387763445238,0.6606039624743032,4.4367212156108034e-5,0.00445683179423897,TRUE
LINC01786,68.11229931576973,2.1335086616995533,0.49500900504669526,6.651318416812729e-7,5.063648710719531e-4,TRUE
AC114760.1,1.5462138375949004,2.1291691775151205,0.9834435827764029,8.5879349476703e-4,0.019305102979315158,TRUE
CCDC154,109.46357735879015,2.125485823118894,0.5065255356296764,1.0979230128089249e-6,6.777152348525146e-4,TRUE
SLC34A3,10.580756898225292,2.1201525180196237,0.7620584245119097,1.6875917899837977e-4,0.007757128143032667,TRUE
SHD,408.35159394235654,2.1143951023864203,0.7927012880522504,0.2912648130258229,0.5277427262750313,FALSE
MYH6,4.753617774996712,2.1054129120604643,1.1610984902629689,0.0016003454404024718,0.027897114609906844,TRUE
NPW,55.354148660036394,2.090499196139624,0.6547347624248177,4.842368918141993e-5,0.00466644994605253,TRUE
AC007787.2,37.59137384437728,2.0789385404207845,0.4336819481509091,7.118320650079304e-8,1.9442216820849954e-4,TRUE
CERCAM,7371.475566861479,2.074452132439705,0.621729363622102,3.3613797959869044e-5,0.0038773006646739853,TRUE
LINC00032,29.098090936578135,2.0593829300936335,0.690824115969909,9.496819784395228e-5,0.005975147852776932,TRUE
AC112229.1,5.0939930098308555,2.0527767900544487,0.7620638817926099,0.020295786121528894,0.11785798607414147,FALSE
NUP35P1,4.790053702651754,2.043341495602881,1.2015414240167457,0.0018786178024560191,0.030766063806261006,TRUE
ZDHHC11,463.52524815273665,2.0287082322479204,0.5541534556270336,9.735501884906079e-6,0.001967691394242212,TRUE
DUX4L52,2.3106596457819424,2.0186931081155155,0.8587143423671655,7.983129910041771e-4,0.018777209476358806,TRUE
DDX11L9,11.944685759536492,2.0118950252392263,0.9058122459501551,6.644617192173087e-4,0.016910162772537183,TRUE
TSPEAR,7.41116126711577,2.0100228527645063,0.928049519047528,7.725565158912863e-4,0.018447270615711497,TRUE
AP006294.2,32.834777505901016,2.0092634251918686,0.6832696631217734,1.0467322503563819e-4,0.006192711934680392,TRUE
LINC00311,5.859481799722195,2.0072327310466718,0.7232330053301476,1.8232313621651503e-4,0.008069918814048423,TRUE
RN7SKP53,2.8715603470742943,2.0056401663610535,0.8910201709389448,7.72134273156031e-4,0.018447270615711497,TRUE
AC007292.3,2.034422204199181,1.9912387431515661,1.1762860618384667,0.002219215860234163,0.0334331603112718,TRUE
MUC4,18.5391179833744,1.988006493276884,0.6022889193148612,0.09542579283655367,0.2847438832759406,FALSE
SERBP1P3,5.102687417218362,1.9799671025403556,0.9982248186669374,0.0012040246280686727,0.02354750717273668,TRUE
EVPL,36.99195963096313,1.973130955915722,0.5643600925437776,1.7898789467973613e-5,0.0028365248482595377,TRUE
PABPN1L,3.027033276482578,1.9724861376671494,1.0681606539849782,0.0016217248801537122,0.028102105112162847,TRUE
OR51I1,2.494513667066717,1.9701162080735846,0.844816356429928,8.100303604003336e-4,0.018959701328920876,TRUE
EIF4HP2,43.15959100348719,1.9669028459326474,0.41258598146786335,7.767384971335187e-8,1.9442216820849954e-4,TRUE
RPS8P4,2.455536793798225,1.9668908677866517,0.9279719701508503,0.0011346160727437,0.022811176483620917,TRUE
DBIL5P2,11.560042230544056,1.96427644548466,0.5075196839509843,4.599220298407798e-6,0.0013641765246147494,TRUE
TBX5,5.56009092286951,1.9596659029985672,0.7118957859202923,0.198752589335549,0.4289652606156307,FALSE
AJ011931.1,11.614111329379668,1.9596021957074925,0.49058913505818336,2.5720396359103347e-6,9.519154893313242e-4,TRUE
LCNL1,970.2007034486096,1.9579234184328533,0.7901872629312928,3.802895567662116e-4,0.011960034209550116,TRUE
LINC00906,27.80913709747435,1.9415312429394904,1.0509991960884766,0.12344346134959165,0.3287445947211738,FALSE
DDX11L2,48.92022049798902,1.9293473307532147,0.5548400689153989,1.875705580534039e-5,0.0028559493169211278,TRUE
SETP21,11.291782440922411,1.925991616437098,0.5963196584324496,4.343162501772061e-5,0.004428280731159469,TRUE
OR6W1P,9.596634899187986,1.9257503240274159,0.7392726491032146,2.9219818273707696e-4,0.0105000753304306,TRUE
PNLDC1,18.60713768627345,1.9174674146245074,0.8478723372295517,6.055586716081174e-4,0.015948054387507363,TRUE
AC007253.1,1.8634972118615947,1.910957651871535,1.225645853896464,0.0030438419890224467,0.04000056316735239,TRUE
IQSEC3P1,10.518327121304996,1.9099880228398087,0.5962289087410659,4.8802906349396025e-5,0.00467734618928165,TRUE
FAM41C,9.965527884375817,1.901729064973589,0.7224084581137366,2.619916065833617e-4,0.009855727013992753,TRUE
OR1H1P,6.31485788831534,1.895202225127918,1.0302059223330684,0.0014160529132200908,0.02606062246980955,TRUE
AC132008.1,7.787162678186836,1.8943354359101214,0.4920751831931588,4.971250770871859e-6,0.0013837519520299099,TRUE
GIPR,53.81978252833901,1.8851326491307683,0.7741505086578317,4.145798344982617e-4,0.012695268497719417,TRUE
SSBP3-AS1,11.045934334671129,1.883238078166266,0.6228939902455389,8.51600516231727e-5,0.00570372556897842,TRUE
SEPT12,6.9033386397661305,1.882886689690803,0.8993060782418136,9.463496536114619e-4,0.02048690022638121,TRUE
CDH15,34.25304002499245,1.882156340617962,1.1757729739138356,0.09765406284749752,0.2886968069053605,FALSE
C20orf203,99.23267491955487,1.8773074808831234,0.4803765922707891,3.6213114148331146e-6,0.0011815304486196213,TRUE
BCRP3,9.2252171367306,1.8764091745667344,0.5545408847885993,2.7364428503920688e-5,0.00356240780501534,TRUE
CAPN13,60.89809391458509,1.871859868854425,1.0437133183942928,0.0014703085901363801,0.026714699992143823,TRUE
RPSAP57,15.886540852795903,1.864749731071214,0.8043857660512036,5.458166609618741e-4,0.015037281929684248,TRUE
CCNL2P1,44.99064143840307,1.8647093903552605,0.6947155276273148,2.2217168729116683e-4,0.009061034225076712,TRUE
LINC01792,37.836749459856435,1.8622058070842382,1.7637970615157739,0.00314214690688362,0.04063617961852491,TRUE
AC062021.1,7.869790152012941,1.8619806139491264,1.2707924494113327,0.9916841189174814,0.9964068671312621,FALSE
ANKRD62,9.391556501908997,1.855807312896757,0.6707799777117296,1.9231388708435581e-4,0.008334453258291465,TRUE
WFIKKN2,82.34057653128919,1.8555306155225604,0.5345095580121721,0.16953101592903017,0.3939681392758568,FALSE
AC138035.2,11.473286150678788,1.8506454900504332,0.7214704078481773,3.0428970471894435e-4,0.010691803947809183,TRUE
OR51A10P,3.3445462927151284,1.8486318800898285,0.9650905985388281,0.0015678281636949374,0.027671876302664773,TRUE
HBZ,10.65545631971912,1.8464868945184576,0.6570802361011038,1.5396407665596373e-4,0.0075136443306528964,TRUE
EPN2-AS1,6.3634785063696375,1.8454461134899582,0.8396502466595559,7.57142107276193e-4,0.01824089513510651,TRUE
AC105339.1,9.019394905808957,1.844865927987874,0.4722351348417354,3.886394209417395e-6,0.0012159090047792313,TRUE
ASIC3,273.6928815044126,1.83758399756719,0.3997553284105462,1.8302897785835499e-7,3.215537557928438e-4,TRUE
RN7SL634P,20.98189941642309,1.8343411860664323,1.1256717250093464,0.0018651424350206159,0.030668097965036605,TRUE
HMGN1P28,3.3131279773052693,1.8342924664764637,0.5716532846311458,7.161884123507854e-5,0.005332076367903338,TRUE
NR2E3,3.743889622258483,1.8307601402919713,0.7877118576747102,6.547644080728455e-4,0.016739446709850593,TRUE
DNAJB8-AS1,3.2649144072549072,1.8302136028571234,0.9379049398954665,0.0014787096891377232,0.026782117835223204,TRUE
MYH7B,369.682024047814,1.827873872467099,0.5177883687088765,1.58723485267011e-5,0.0026655041764803416,TRUE
CORO6,761.1913739875125,1.8176389487911926,0.6093356351429545,9.712285949941187e-5,0.0059855683490330665,TRUE
PHBP13,26.69883843811712,1.8172926522090773,0.6369549953708462,1.3804261532162954e-4,0.007181674923304549,TRUE
GLYCTK-AS1,17.453270891808973,1.8131422091106206,1.0291412617145477,0.0015568607749525737,0.02756284013130549,TRUE
C1QTNF8,6.267534987435542,1.81294928191433,0.7196082371020828,3.5214826399875514e-4,0.011568722226930155,TRUE
FAM95C,191.9309604759282,1.8111315375783477,0.8536007969520001,8.415266190071333e-4,0.01913090674874467,TRUE
FERMT1,510.47173738612275,1.8085464725110858,0.6638268000792991,0.504574466759804,0.7105924406376579,FALSE
ACTBP7,121.55216491690611,1.8085248823553375,0.675934798360545,2.289847485076697e-4,0.009223602594650208,TRUE
PHOSPHO1,171.60884564642274,1.791570952065788,0.5727104414632764,6.101449963577664e-5,0.005085803493363149,TRUE
PACRG-AS1,39.73074533639274,1.7915651343987726,1.2964737723999382,0.002505176927543991,0.03572747545452097,TRUE
RPL7P7,27.618600951551937,1.7804210396494753,0.5352053307418129,3.188466200282398e-5,0.0038126376726832297,TRUE
AP001057.1,4.432525058279279,1.7772477207556356,0.6597859111110047,2.3413701308224664e-4,0.009332188776587364,TRUE
HIST1H1T,8.46637319954273,1.7752364447183147,1.5140534446447813,0.003150221862844399,0.04069452326103124,TRUE
DNM3-IT1,8.680502925408351,1.7667147860517922,0.7734701734838669,6.062090107761852e-4,0.015948054387507363,TRUE
CICP27,10.965711845523707,1.7651108178844943,0.5230138350914771,0.024641454912493307,0.13235799359041264,FALSE
NFE2,69.70740355008984,1.7632846817043466,0.7447417958017112,4.891174340059887e-4,0.014000703442768856,TRUE
DOC2GP,12.67397440092374,1.7629605653223435,0.5544774197678001,5.1481252140553144e-5,0.004736879251587929,TRUE
SLC9A3P3,3.9682055497344733,1.756849159316006,1.045560448999264,0.001909682119696359,0.03102210574421291,TRUE
RPL12P20,17.747500100912085,1.7565803224664105,0.4240138912179815,1.4129601538811904e-6,7.504789989416862e-4,TRUE
CACNA1C-IT3,9.725607862978071,1.7538623544325325,0.6495257957896197,2.0254399231632854e-4,0.008544195725451068,TRUE
ASPG,13.97098396672671,1.7505622288208962,0.7054926350778248,0.44831585855803446,0.6668103484864267,FALSE
LINC01654,2.214297027773705,1.748265064816897,1.422437013369992,0.004147974530139353,0.047912423636124406,TRUE
EIF5AP3,13.697535914696513,1.7378597905295716,0.5997423531517607,1.2503868075247124e-4,0.006815652576863223,TRUE
AC012066.1,133.07445734958517,1.7349965405655696,0.43847662400092124,3.044697422942452e-6,0.001053603703675495,TRUE
LINC01608,16.203834675348645,1.7253547492273282,3.1014947197105265,0.0037518349297849143,0.04533596960593148,TRUE
MAPT-IT1,364.8099661377965,1.7239265197265459,0.4849483795511077,1.4148032109732925e-5,0.0025244289480796113,TRUE
SNX18P3,150.39743114276177,1.723376995454758,0.7575502283965073,6.075050272398707e-4,0.015948054387507363,TRUE
LBX1,1.430704340272737,1.719424262295489,0.9458168797796653,0.048105584740987584,0.19266943634473804,FALSE
FXYD2,96.80595834691307,1.710685439299451,0.6705134082115769,3.139891069660515e-4,0.010865450324238864,TRUE
C1orf105,3.0999611373366585,1.7095313428123855,1.5929603162538053,0.0039462362373665774,0.04677119326684757,TRUE
DUX4L26,5.488053324672474,1.708824972232621,0.599333209222377,1.5291155391354398e-4,0.007510423612540712,TRUE
LINC00894,242.17593746473975,1.7027475502168994,0.3250552875481155,7.2039865315799395e-9,4.9720075110179786e-5,TRUE
GYPA,4.7320915806842505,1.697153776980485,1.0176406015552129,0.00194096189353654,0.03132835949574632,TRUE
RPS3P6,16.586750347832993,1.6970370693140746,0.6388741347203816,2.3340827654243798e-4,0.009332188776587364,TRUE
RN7SKP198,4.823143469222127,1.695314060097091,0.6658162532778482,3.617334081709719e-4,0.011614187448302067,TRUE
TRIM74,22.767184320209683,1.6933343529967568,0.5229046527555458,4.103028637015277e-5,0.004318390370543406,TRUE
NKX6-3,3.3736907783026324,1.6909532419994777,1.1823451346187526,0.14074531953892275,0.3551914202154096,FALSE
TRIM73,166.70972684902037,1.6899641508021654,0.37768324184908253,3.2097590347356635e-7,3.8582992944383057e-4,TRUE
PRR25,14.807921521750535,1.6792063621581252,0.7139011052980127,5.147464484435103e-4,0.014502154130644717,TRUE
AC067956.1,25.50557453101422,1.6742386747608233,0.6875690313600205,4.197227689595467e-4,0.012808569791338818,TRUE
CES4A,1082.592519429394,1.6715611496529654,0.7285293628435658,5.93771351324316e-4,0.015805529012699365,TRUE
HNRNPA1P54,5.22622856483778,1.6711671070233467,0.8936383499776196,0.0014081311449825541,0.025956664423128776,TRUE
DUSP8P4,16.177135814263668,1.668822942354963,0.49635256597065786,2.760830953578157e-5,0.00356240780501534,TRUE
PTMAP1,10.357273843185036,1.6527039873521963,0.5787639743996211,1.442716069284208e-4,0.007266974572248195,TRUE
HMGN1P16,2.9447411849817193,1.6526814375226986,0.9647781840030821,0.002125733616105062,0.03274895954741946,TRUE
LINC01567,4.386172999777626,1.6515898241900213,0.9959960449602031,0.0019097631540944593,0.03102210574421291,TRUE
FAM95B1,617.7397621174955,1.6496263556913024,0.5123945470320985,4.651585416516663e-5,0.004553345894378337,TRUE
AC078852.1,3.229410575893197,1.647847966516603,0.7188654886469068,7.76867571628026e-4,0.018501437401889975,TRUE
