Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold
UBR7,2407.7731574112872,4.262327588016429e-6,0.001442655753943737,0.03921363053595888,0.17147235454925613,FALSE
AC017074.1,5.180662213416187,4.2620806655840875e-6,0.0014426940054742654,0.005926029983948444,0.058339016472589184,FALSE
LINC01814,38.782173818114934,4.2590618402928024e-6,0.0014426895628574105,0.09019656582554553,0.27558519958389754,FALSE
TPCN2,1123.8554422863638,4.259051261968364e-6,0.0014426751725007574,0.11871496904554651,0.32218864727074265,FALSE
NHLH1,49.81264240564137,4.255876761175935e-6,0.0014426922990209484,0.06728912808285624,0.23322862893400062,FALSE
P2RY4,16.634775262384476,4.255222115035962e-6,0.0014426864105454738,0.14603272490618543,0.36171563742330193,FALSE
UBE2J2,2030.7341392002334,4.255041212569021e-6,0.0014426338491622356,0.531103041232764,0.729272242162209,FALSE
TUSC5,12.3287669707824,4.254850208466463e-6,0.0014426945722788675,0.009686210503179362,0.0770544624458772,FALSE
ZMIZ1-AS1,69.5598760863098,4.2547779985854755e-06,0.0014426880092820605,0.11836465667658479,0.3217318279561127,FALSE
KCTD17,2177.6370517549058,4.252225077754762e-6,0.0014426751738420465,0.34927442945694,0.5829493345781243,FALSE
B4GALNT2,5.226672829422791,4.252178560093977e-6,0.0014426923377544546,0.03839006633042792,0.16957948772152787,FALSE
NLRP9P1,6.91477650304849,4.2515249020707906e-6,0.0014426925323220764,0.04050319648832775,0.17507427731786812,FALSE
OGFOD1P1,15.595561032236473,4.251495109283348e-6,0.0014426850103277196,0.16894903786884935,0.39320373183372054,FALSE
KCNAB2,9415.173023614214,4.2508000341099075e-6,0.0014426929300152562,0.0893505442483227,0.2741371682008923,FALSE
AF186192.1,12.64482719497583,4.250136683522357e-6,0.0014426835485126443,0.1916325949917374,0.4201361680474863,FALSE
RN7SKP151,4.226293077126374,4.248891368242722e-6,0.0014426919915792812,0.04621629746610783,0.1885892474233405,FALSE
MIMT1,29.01547864091586,4.248280076779302e-6,0.0014426926718272425,0.03796194220756042,0.1686145044621734,FALSE
FAM215B,224.562107778288,4.246880189283742e-6,0.001442689424382007,0.1883914462775441,0.41707283802391637,FALSE
NT5C3B,2114.76136287235,4.246486407668446e-6,0.0014426670465395657,0.37154838975415033,0.6028126499676806,FALSE
BDKRB1,6.7299985656263805,4.244994294890945e-6,0.0014426935161876823,0.02626753059853978,0.1370002583558004,FALSE
NFS1,1106.5200628010957,4.244244596641667e-6,0.001442647149273177,0.9529746117500545,0.9782020007540133,FALSE
EPB41L4A-AS1,1464.2216713405649,4.241048140136613e-6,0.001442675439117815,0.2968552580657582,0.5333027010905256,FALSE
UROC1,7.7017111106914085,4.240936271665993e-6,0.0014426915136727966,0.05291610228294393,0.20387534974079874,FALSE
RASIP1,636.5498553617718,4.237020361442925e-6,0.0014426816414988186,0.22184905594210907,0.454300241070728,FALSE
RN7SL558P,11.00192180944437,4.236442336964526e-6,0.001442693355468267,0.02522879011107552,0.1340000784527567,FALSE
RUNX1T1,1875.295610222712,4.2362069668405805e-6,0.0014426878662372026,0.19459996572449442,0.4232147110343188,FALSE
SNHG14,13015.44935358133,4.234809907949637e-6,0.0014426781254497716,0.2675154251966991,0.5035675262562771,FALSE
NOS2P3,13.549996526307185,4.231861937815273e-6,0.001442694113330471,0.018870246736545075,0.11299883723543601,FALSE
TBCAP3,4.768753511719427,4.231690834525558e-6,0.001442691897079645,0.04567829300042129,0.1874656844270659,FALSE
R3HDM2P2,5.463948668223573,4.2301794312855325e-6,0.0014426945879629273,0.005946404016690433,0.05841286939234098,FALSE
DNAH17,814.1357513314138,4.227965491974533e-6,0.0014426964874650274,0.024806553514061903,0.13271418967150617,FALSE
RPSAP6,15.969838715759094,4.227212310763095e-6,0.0014426896575447194,0.08761407364040034,0.27172974305718406,FALSE
IMPDH1P5,47.768474970772616,4.226479452197213e-6,0.0014426915850467433,0.021121405913527597,0.12090019790953804,FALSE
CUTC,441.6803332494036,4.219580660662179e-6,0.00144264685591322,0.6453635805267233,0.8070666821250524,FALSE
EFTUD1P1,68.39002939769829,4.217196777265925e-6,0.0014426923346517108,0.13186579306561397,0.34189932036068005,FALSE
FAAH,1091.8714204491746,4.215943591125161e-6,0.001442693241362199,0.03800473414041662,0.1686145044621734,FALSE
EMSY,1530.2315749159281,4.214029791902599e-6,0.0014426488686703994,0.9895531400955325,0.9956066329301329,FALSE
ZNF454,332.8255663087848,4.213972105622145e-6,0.0014426716866239194,0.33603648241017764,0.5696806132546056,FALSE
ZFYVE27,2388.3381121038547,4.213154711670055e-6,0.0014426337793779747,0.34372099336743367,0.5778611532954595,FALSE
ATXN1,13071.6341007119,4.212759652564554e-6,0.0014426673856898842,0.3731198993561511,0.604451313237162,FALSE
ARHGEF9-IT1,3.1934942622022326,4.2098724886022416e-6,0.0014426942321519452,0.014229028791531284,0.09575037966110282,FALSE
ASRGL1,2722.898924834839,4.207565339991036e-6,0.0014426843419900464,0.189141358651097,0.41794170021708904,FALSE
AC009228.1,7.995270700545134,4.205459095852064e-6,0.0014426908160859243,0.06860177325683559,0.23585667611212824,FALSE
MCM3,1616.4935473463788,4.203998175598184e-6,0.001442654209852766,0.039250579823113495,0.17160107055514723,FALSE
LINC00964,9.855509438906594,4.200430462119993e-6,0.0014426926957302403,0.01046868993477568,0.08077513831768303,FALSE
RPS27P16,5.775904449989995,4.199621375166459e-6,0.001442694172468788,0.014425255625121834,0.09667206960744061,FALSE
ENO1-AS1,5.328097868319565,4.198917716095321e-6,0.001442687715101581,0.6842546046418821,0.8310327164971231,FALSE
RPL36AP33,7.751101609001189,4.196622178250797e-6,0.0014426900073850077,0.08426042276003791,0.2663193738467348,FALSE
DKFZP434H168,11.486479657137062,4.195884472743133e-6,0.0014426926477461423,0.04682439974300518,0.19015335450399987,FALSE
RNPS1P1,199.5482428852994,4.195287566668859e-6,0.0014426620003182703,0.37595099889311107,0.6067659433057567,FALSE
CAMTA1-IT1,4.240755118916845,4.19154476108283e-6,0.0014426949320785044,0.0061967867256620375,0.059817587501012376,FALSE
DUOXA1,51.50146185502715,4.19107219279958e-6,0.0014426940843665294,0.017283230839279438,0.10805685987908652,FALSE
ARMC5,1390.4291981823014,4.188297800365518e-6,0.0014426660448261458,0.5398553199927028,0.734897056955225,FALSE
CAMTA2,7122.02655267867,4.184876621495081e-6,0.001442685774770134,0.1633660665615871,0.38593606007402553,FALSE
CKMT2,175.51324564687016,4.18372637330279e-6,0.0014426867260966406,0.559439577811439,0.7486422232909089,FALSE
LINC00599,1187.8020104679083,4.181482577385868e-6,0.0014426963948296148,0.04267807193335107,0.17987165249784187,FALSE
ADAMTS19-AS1,23.037700327387405,4.180869622957377e-6,0.0014426954168182758,0.004701410869392162,0.05127770909553371,FALSE
CT45A11P,3.9636559909082374,4.1805939254635465e-6,0.0014426916128596524,0.0540474443571958,0.2052868088598029,FALSE
LRRC28,761.9371258610479,4.1774729946080565e-6,0.001442638491672334,0.5248219249093669,0.7252793963856791,FALSE
ZNF37A,2583.369968956278,4.173200001464897e-6,0.001442657945441352,0.4392238845538295,0.6591388592762278,FALSE
GLP1R,30.900940018022396,4.167003094299968e-6,0.0014426953797423423,0.005181749609554364,0.054431073739355754,FALSE
AC005753.1,62.45677814951224,4.166529723845162e-6,0.0014426931702498666,0.030137985968596487,0.14791842766391736,FALSE
PTPDC1,1342.1577125778488,4.166523015178554e-6,0.0014426827155075918,0.15432309482765777,0.37360972233370304,FALSE
HIST1H2AE,1588.698192546019,4.162958503314754e-6,0.0014426775370209215,0.582733137847371,0.7650274522550171,FALSE
CFP,138.8340321027779,4.1612261985531096e-6,0.0014426885650182211,0.022687745884376487,0.1257861944946891,FALSE
BICDL2,15.047703750550856,4.160616129773935e-6,0.0014426945797064246,0.0069838779880742,0.06372544521359434,FALSE
HSPE1P26,4.849909977546026,4.155127046547021e-6,0.0014426919900292533,0.04785338839481497,0.19241148396691354,FALSE
GPER1,609.972299741803,4.153483918689454e-6,0.0014426715451613188,0.3503753245008532,0.5841911478779509,FALSE
AC011247.3,9.402129994250975,4.151239011087392e-6,0.0014426936506658039,0.021887416585013815,0.1233070319154244,FALSE
PPP2R2B-IT1,17.28534035070092,4.151193297594091e-6,0.0014426945415722933,0.011636607503267445,0.08581481393836783,FALSE
CGREF1,1477.3695233784772,4.150777682096278e-6,0.0014426907155689094,0.1615403333273738,0.383624945763335,FALSE
PLXNA2,8370.091294154201,4.150365501418723e-6,0.0014426782934011707,0.2738775081672388,0.509906360302776,FALSE
RALGAPA1,6108.242364204436,4.147840713052836e-6,0.0014426705657994217,0.35371858156405195,0.5872767290158027,FALSE
UBN1,3278.4165922928955,4.146543053221951e-6,0.0014426328094036224,0.4467161277356066,0.6653547437950645,FALSE
CORIN,26.206314511376288,4.144211262102975e-6,0.001442691597259917,0.038229520651610664,0.16908779319742967,FALSE
DHX38,3896.526511528854,4.143110137639984e-6,0.0014426546270595545,0.4254670897585493,0.6485945042714929,FALSE
POLI,1364.4171674904749,4.1428722107973455e-6,0.0014426607319861708,0.542823773728246,0.7368092338154885,FALSE
B3GALT6,2199.880817399741,4.142245601044571e-6,0.001442656984480285,0.6785857629672187,0.8278680290432218,FALSE
LINC00552,14.521965153625725,4.141150585697247e-6,0.0014426940405833637,0.025059586943424604,0.13350499328221938,FALSE
TRPT1,778.0620303014454,4.136840324300239e-6,0.00144267434740076,0.76021488886025,0.8758347380286143,FALSE
MTUS2-AS1,3.361459000165633,4.134759574266845e-6,0.0014426948029256507,0.007910947355642114,0.06852186819838031,FALSE
SEMA3B-AS1,15.685407579557141,4.13473956611651e-6,0.00144269352433576,0.022009022854326425,0.12380888496797074,FALSE
KRT18P55,9.103862797299206,4.134107818788156e-6,0.00144269172638536,0.0633506230504091,0.22494789798636405,FALSE
RPL10P15,2.962385217316536,4.127870218639601e-6,0.001442692282343046,0.04165225358763422,0.17769636807983544,FALSE
PRKCD,1494.1866574699852,4.124417374420451e-6,0.0014426758392211225,0.5969385569050667,0.7752902872422416,FALSE
RHO,5.737997681944791,4.123915691855543e-6,0.0014426939836198703,0.013338941693250951,0.09257006664605241,FALSE
ZNF487,279.37656510702766,4.1237560588203885e-6,0.0014426649172836787,0.3997276711304058,0.6263725750221157,FALSE
CCNI,18327.859214481727,4.123619268272032e-6,0.0014426630120308321,0.4136726971173411,0.6378701906554299,FALSE
TMED6,10.825536254975061,4.1214659254436125e-6,0.0014426901736051382,0.08632202051246217,0.2695911393143513,FALSE
HSPA12B,622.9999509723566,4.120200176208461e-6,0.0014426844851042626,0.18327379287087273,0.4107339962101719,FALSE
GAPDHP52,4.630560001793023,4.119852919350665e-6,0.0014426952210317323,0.0051877149370722535,0.05444955029769908,FALSE
LDHAL6FP,11.856489095696038,4.116305774505355e-6,0.0014426888139251783,0.11317436052391025,0.31364994782254413,FALSE
EIF5A2P1,6.138659992365014,4.11622987029373e-6,0.00144269299647711,0.031076153664347912,0.15091007076956758,FALSE
HIST1H2BJ,220.86106025159117,4.115801080038394e-6,0.001442680864841771,0.5801425337946371,0.7630805560377479,FALSE
RAB30,4688.342011849977,4.114858771806525e-6,0.0014426784176064691,0.22801812448825795,0.4603293507634865,FALSE
ZNF554,584.6079778212107,4.114652119350741e-6,0.001442664766984622,0.06823062159984981,0.2351115218344855,FALSE
EGFL8,519.848608801922,4.111279382398356e-6,0.0014426813496271572,0.23887486480681505,0.4720248345148684,FALSE
GDI1,28563.003084708365,4.103898312014999e-6,0.001442646580293659,0.5020108214564589,0.7090115114244058,FALSE
NOMO2,6781.3279817534085,4.1032723841443725e-6,0.0014426329227700944,0.44252666361752874,0.6615307285221061,FALSE
ANKRD20A3,165.200148197606,4.1029325520352015e-6,0.001442691257365064,0.015677070162484756,0.10185608683553782,FALSE
RBM10,3202.227035859974,4.102084404601887e-6,0.0014426479341384329,0.4961014773069931,0.7054638598475073,FALSE
FZD5,836.3027752424929,4.100686404494088e-6,0.0014426883339526833,0.7857178393567356,0.8900793035270892,FALSE
RN7SL757P,3.481816281379694,4.100514699865308e-6,0.0014426943998379611,0.011206927180745237,0.08348173838259636,FALSE
RN7SKP16,44.61387550253646,4.100452133073946e-6,0.0014426911879339799,0.20544343664491804,0.4368015871842565,FALSE
ECHDC2,1296.875323373712,4.098733044616099e-6,0.001442689016993094,0.07074199687145265,0.24049962288584506,FALSE
RPS6KA4,2939.544250580398,4.096684631269032e-6,0.0014426706942393748,0.5012395357715782,0.7087110603285505,FALSE
P3H2-AS1,11.60843431930195,4.09644312669537e-6,0.0014426906214189523,0.09118595554132089,0.27745750580978257,FALSE
PLEKHD1,70.26220127457022,4.092319045092183e-6,0.0014426893874034021,0.23098189659634213,0.46376390453387417,FALSE
SUCLA2-AS1,6.7635367530456065,4.0915969007012375e-6,0.0014426925259368739,0.047335114458007706,0.1915461869430259,FALSE
CFAP74,148.4608043038958,4.089006787496405e-6,0.0014426926947976393,0.042349681202922186,0.17931486262394136,FALSE
CENPM,35.37032668222318,4.088558397003883e-6,0.0014426887146395315,0.11606102054426878,0.3183024823478557,FALSE
TPM1,3454.585954332029,4.088090945893634e-6,0.0014426697391471065,0.3665140688265763,0.5977872468706832,FALSE
PPIAL4G,5.190490018848206,4.087500796213727e-6,0.001442691494940677,0.05924869874427408,0.2160595610123704,FALSE
R3HDM4,2383.114009123512,4.087345234230397e-6,0.0014426723623079485,0.18040456925898346,0.40741702093299814,FALSE
AC009299.2,616.8545747061745,4.0846300339964045e-6,0.0014426945748588894,0.018527025469193156,0.11200072384618912,FALSE
CHD3,15574.613848497662,4.083479818145863e-6,0.0014426812661547475,0.24198277863087356,0.4759015483639474,FALSE
TOGARAM2,303.1833576759118,4.082647033920804e-6,0.0014426906545113075,0.07889303782601802,0.25656245064907096,FALSE
MFSD2B,20.43082502626439,4.080177747328475e-6,0.0014426934606681428,0.026555875451300424,0.13815886328757646,FALSE
FGF8,8.765526139032012,4.078544391595181e-6,0.0014426942179884895,0.017131208916751173,0.10745534215670005,FALSE
HSPE1P3,9.748057208763758,4.078098486865976e-6,0.0014426914992258886,0.06285200106326666,0.22380368760273578,FALSE
RANP8,4.6800079151340634,4.077757345607544e-6,0.0014426920945979393,0.047706030091614796,0.19222971440762004,FALSE
SEMA3G,1046.5087303482087,4.075141563361236e-6,0.0014426884532207438,0.16655085367120007,0.3904994299349695,FALSE
CELF2-AS1,6.033519750940198,4.073003503764022e-6,0.0014426921599718073,0.04356936525706298,0.18194930208558446,FALSE
MGLL,12415.414388995074,4.072420010905477e-6,0.0014426868727547828,0.8080504808133429,0.9019316789485605,FALSE
GAPDHP27,15.786438609560628,4.071260432870505e-6,0.0014426954211592816,0.010838741836126644,0.08223334214846834,FALSE
FAM98C,1292.3804937817458,4.070648029802051e-6,0.0014426705063931226,0.08632551010584968,0.2695911393143513,FALSE
GHRLOS,87.89350048993036,4.0701979912970295e-6,0.0014426857653004508,0.1481136059772091,0.36499576862798666,FALSE
SHQ1,457.59476774337196,4.068120454711482e-6,0.0014426021636760758,0.3461109269873176,0.5806395961116018,FALSE
LINC01024,85.5214125503015,4.066335426930134e-6,0.0014426703780592296,0.36278591068421073,0.5945940017306558,FALSE
FUT7,19.82588255206771,4.065123696472236e-6,0.0014426942923174237,0.011684160360820916,0.08599888446045403,FALSE
AC004945.1,4.183137121675593,4.064541274763566e-6,0.0014426944300810172,0.011988779026225105,0.08689677060614255,FALSE
JMJD4,1131.1661560088603,4.06215032169237e-6,0.0014426382478090849,0.4702440630235357,0.6848118443789155,FALSE
MAP3K3,2120.8854638380976,4.061565814320745e-6,0.0014426612001287888,0.34179113076316403,0.5756391411280675,FALSE
HCN2,6994.862638759056,4.060098917351643e-6,0.001442692102308743,0.0518157049700971,0.20154409848320348,FALSE
MIR503HG,45.12287516947425,4.0597462526966125e-6,0.001442691408854987,0.1279239449518096,0.3356446910966709,FALSE
LINC00491,5.482486791233782,4.059715182887193e-6,0.0014426944955740633,0.010141946014409037,0.079002773881139507,FALSE
GAPDHP32,12.153956015029843,4.057349845555691e-6,0.001442695044627558,0.006731142973144023,0.062391466868358905,FALSE
AC008982.2,7.948586043002787,4.057074831269269e-6,0.0014426903476640262,0.17452645990768537,0.3998722839882755,FALSE
RAP1GAP,6603.921694634611,4.0507068070251914e-6,0.001442693026677003,0.03550142253085742,0.16203377081979467,FALSE
ALX4,82.48181416678514,4.048437658861676e-6,0.0014426916527069777,0.23315462803186937,0.46591556653449795,FALSE
RNF144A,3166.968768588494,4.048385295792714e-6,0.0014426908637067582,0.09666605541321223,0.2871317517989796,FALSE
NUDT18,449.12068769796787,4.046299263865797e-6,0.0014426756550737579,0.14235874942261448,0.3572891734135266,FALSE
AC092535.3,5.490906868795513,4.046246941378682e-6,0.0014426937199369977,0.021502968209775097,0.12212299715991036,FALSE
VN2R17P,1.537092471437842,4.045005694297525e-6,0.0014426944132381245,0.011984184963022547,0.08689104773665776,FALSE
PBX4,101.4134176606599,4.0435354170911394e-6,0.0014426876557148294,0.13958412902057377,0.3530411874530326,FALSE
SLC19A1,1317.4374123786192,4.042299059847937e-6,0.0014426583278490438,0.05670969848093734,0.2112834743332605,FALSE
FTH1P20,858.5581771914129,4.041050983203545e-6,0.001442671377730683,0.7479211305391895,0.868549890699372,FALSE
HHLA1,7.023467291597539,4.040612570228385e-6,0.001442692838301134,0.025609469034194823,0.13479941536574686,FALSE
C5orf42,3042.538331645519,4.038741970454911e-6,0.0014426708017809809,0.36268559518666765,0.5945149148401854,FALSE
EMC9,390.70960397438995,4.03729469330864e-6,0.0014426497272758698,0.42190006539164493,0.645051251404457,FALSE
KRT18P33,17.4202715746223,4.0372626434997685e-6,0.001442691033699814,0.07931480923088116,0.2576728098601043,FALSE
ANKS1B,5700.021592200959,4.032978844064132e-6,0.0014426855228124892,0.4993567213156216,0.7075332111887548,FALSE
RGPD8,1445.6762061075901,4.031073929946874e-6,0.0014426713550266706,0.5640057196257162,0.7519410930253828,FALSE
CYP3A43,6.113064064973247,4.029943055439304e-6,0.0014426953058757721,0.006896396582236792,0.06317962356265787,FALSE
ITIH3,6.157949946596818,4.028929031349945e-6,0.0014426945615664988,0.009643538049572528,0.07679524599518375,FALSE
ANKRD10,2579.2994020814444,4.028707520635499e-6,0.0014426858063487516,0.17530602651659025,0.40080228303700255,FALSE
MTND6P4,8.484132446682407,4.0283144757454035e-6,0.0014426930577656752,0.0317760928415016,0.15240113070286754,FALSE
MAGEC3,11.675093101555643,4.0266833697550435e-6,0.0014426951267448996,0.006300560231202171,0.06022362653433324,FALSE
FLJ37035,206.97763405773387,4.0262525286528655e-6,0.001442673277631717,0.33425380837891355,0.5680076435688993,FALSE
TEX13C,3.1630900275874736,4.0261590931079775e-6,0.001442695095834036,0.0057590231968668235,0.057336983246624354,FALSE
MIR663AHG,18.091162778875454,4.023230213345565e-6,0.0014426923405209166,0.04211170761144059,0.17877124352001703,FALSE
AC004490.1,2.806803967805525,4.022703455104193e-6,0.0014426942669319254,0.012998363209805077,0.09109224220581102,FALSE
RN7SL362P,7.3936967333297,4.020782968504983e-6,0.0014426891731228403,0.10693176068914863,0.3030366338285159,FALSE
HTR1D,62.41344446195851,4.0168642437626266e-6,0.0014426932650861122,0.09156268493314784,0.27812211214099797,FALSE
CCDC146,347.01218122061636,4.013643315971286e-6,0.0014426708676428712,0.43957735614559684,0.6593227317928211,FALSE
AP001429.1,24.64901059910044,4.013199227199903e-6,0.0014426896997296074,0.13515828817712144,0.3467235924606623,FALSE
CCNH,1396.6531809188332,4.012478064484861e-6,0.0014426616127198222,0.43444583415657806,0.655067564950293,FALSE
DCAF17,976.6250807051471,4.012214703933786e-6,0.0014426539620285932,0.5704309706273039,0.756171161306924,FALSE
TOMM40L,1300.194839689585,4.011243600930922e-6,0.001442667064385782,0.8595721408492449,0.9311216147247158,FALSE
EDC3,1670.9095008047707,4.0108131481705065e-6,0.0014426259127755389,0.7816261088604801,0.8877482811698837,FALSE
PPP1R26-AS1,107.61553154580812,4.00976031408649e-6,0.0014426934050255698,0.08252601370009909,0.2630214383054093,FALSE
AC023449.2,113.59032668668935,4.008274495974485e-6,0.0014426870796228441,0.069210635467407855,0.23730696643749108,FALSE
FLJ20021,228.58143795722032,4.007284396838669e-6,0.0014426604902233837,0.39661220388453855,0.6234583333002255,FALSE
HNRNPD,4977.21193905603,4.004686286924866e-6,0.0014426340704394678,0.5563195134039507,0.7467188244571535,FALSE
LINC01562,13.438247691425822,4.00464674136189e-6,0.001442691449206288,0.09416290301517762,0.28230330033652423,FALSE
ZNF555,1259.6830246180355,4.004588157557704e-6,0.001442644312003802,0.5585193149888881,0.7483293813816271,FALSE
SMIM2-AS1,17.773214572992547,4.004396141866366e-6,0.0014426909317726067,0.07546894743047737,0.24998336335963345,FALSE
SAMD14,2325.1810058830924,4.004036403389148e-6,0.001442682806817277,0.22276362529933633,0.45556039024100486,FALSE
SMTN,1759.201884903804,4.002707435250625e-6,0.0014426891197038946,0.11446899419952765,0.3156292838975024,FALSE
TRPC3,137.47031427715024,4.0024739357450385e-6,0.0014426897775946087,0.22584045373203854,0.4583381587749507,FALSE
ZNF582-AS1,194.8446256013554,4.001287436266754e-6,0.0014426437168762103,0.4420818062772786,0.6611835766528366,FALSE
ESPNP,17.670010077826998,3.999818036555501e-6,0.0014426925710650114,0.013374475437820053,0.09270398923349688,FALSE
MSANTD3,1024.5572386102388,3.9993461674966775e-6,0.001442663819173135,0.38249478832871103,0.6127804763355381,FALSE
FAM13C,1679.9011620047659,3.99733249493164e-6,0.001442689672682283,0.09794136213337976,0.2891150019082668,FALSE
ENO1-IT1,19.996459525683377,3.996686096407476e-6,0.001442692988215104,0.0349021900696909,0.16048542762264353,FALSE
ENOX1,687.1877126956172,3.993977012102022e-6,0.0014426838321454122,0.21295909334526514,0.4450743716061961,FALSE
GTF3C2,2104.8024582108765,3.992831780179789e-6,0.0014426435958469694,0.57171167744968,0.7572974713648789,FALSE
SMC2-AS1,6.6775347953978965,3.990938445816301e-6,0.001442689183494614,0.10952719530380638,0.3074103557943883,FALSE
KRT18P15,20.307426127783643,3.990127911653575e-6,0.001442693480044374,0.017389837443624438,0.10834139033993291,FALSE
ST18,2161.018459007854,3.990107111262022e-6,0.0014426963579839064,0.03608113958148957,0.16363326983749807,FALSE
C1orf229,70.12578669634915,3.989741731557932e-6,0.0014426798657649034,0.11293641008968659,0.3132266737853107,FALSE
UQCRH,2493.065600373157,3.989737291341289e-6,0.0014426591442923947,0.4508146777609972,0.6691029649976226,FALSE
WDFY4,2258.6266400988534,3.988634215326708e-6,0.0014426843808163353,0.19583921548066013,0.42520884517186014,FALSE
ZNF595,669.3888686801405,3.987654937698705e-6,0.0014426689350227231,0.9470566862696723,0.9754589906067036,FALSE
F7,43.317809724263896,3.987224108107294e-6,0.0014426939547236152,0.024267085841650667,0.13090126913969286,FALSE
AC087163.2,3.5787843156368186,3.986955508967806e-6,0.00144269401117247,0.016868389655011334,0.10650611582352057,FALSE
FBXO43,13.978502805036795,3.984491298298472e-6,0.0014426904689996663,0.11337303418960659,0.3141243149164655,FALSE
RN7SKP23,17.651033721550732,3.984180632544956e-6,0.001442693609366706,0.025384943549532968,0.1344004562107874,FALSE
RN7SL116P,459.02404886651436,3.984111857669641e-6,0.0014426905831119647,0.8246489646652746,0.9116684110552401,FALSE
OR2D2,3.724277217166023,3.984070837692192e-6,0.0014426945054669806,0.011398435670115593,0.08452236112654872,FALSE
SNORD10,3830.034243826416,3.983674390701206e-6,0.001442688546017532,0.6061800915458624,0.7810408689491726,FALSE
CBLN1,159.40847551746728,3.983419907306894e-6,0.0014426948283366714,0.22152318427591586,0.45391781856070723,FALSE
WNT8B,3.50791183730992,3.982307589698779e-6,0.0014426934701900563,0.02465301012614925,0.13236105732546044,FALSE
DALRD3,795.6534577100718,3.982111668421432e-6,0.0014426700325611277,0.4314000403472504,0.6528951197100642,FALSE
BMPR1A,2644.417888785585,3.981432675397352e-6,0.001442666810881295,0.03290827048019945,0.1552365000588292,FALSE
FCGR3B,177.83208780069674,3.980342416956307e-6,0.0014426947426241254,0.7255526407432584,0.8556695632518475,FALSE
CDK2AP2P2,40.095164155589934,3.979878138388343e-6,0.0014426813217224934,0.24945515532354712,0.4837654999095264,FALSE
PTCD3,2737.7395266263975,3.979802884930118e-6,0.0014426388948998365,0.8867407821431187,0.945420468319909,FALSE
GPKOW,1842.7651646246954,3.977297845792193e-6,0.0014426565887691314,0.25874413714288513,0.49426709168671407,FALSE
HMGB1P8,8.855066557923145,3.976989330160209e-6,0.0014426909139885857,0.07497831824943331,0.2490444750579999,FALSE
AATK,12128.149655334362,3.975173820468548e-6,0.0014426947413667414,0.010987053369891366,0.0828721700341308,FALSE
SMC5,1683.4719222982094,3.969730778631825e-6,0.0014426708078581344,0.25719822324868824,0.4923022310406295,FALSE
LINC02198,8.165572349709512,3.969056141702399e-6,0.001442691066604613,0.07389747743509482,0.24677148501516108,FALSE
NPAP1P3,3.228090738312447,3.96875564272405e-6,0.0014426936382350524,0.023445086769830772,0.12813461307170573,FALSE
LINC00205,161.22090008420696,3.968685141116822e-6,0.0014426886183334748,0.14057825023565815,0.3548874386130426,FALSE
RNF43,337.60865911563644,3.967960646036166e-6,0.0014426935045753122,0.028391763384872606,0.1430802038718238,FALSE
AKNAD1,17.06488797582318,3.963626906426342e-6,0.001442692006746598,0.05528528112511078,0.20815129286032738,FALSE
DSCAM,4182.875165029876,3.9631351335945135e-6,0.0014426890196472637,0.10025293398140368,0.29276156266652364,FALSE
LINC00960,27.633089452783423,3.962427957448822e-6,0.0014426951761534349,0.008095624030563991,0.06935353419639909,FALSE
CPEB3,2682.3313598278946,3.96215773659412e-6,0.001442687864001776,0.1420104577226207,0.3569607409597332,FALSE
LEKR1,41.86526996153003,3.960963718316809e-6,0.0014426732076907494,0.34565438286296657,0.5802146442898202,FALSE
IGFBPL1,138.5686623958463,3.960400664140611e-6,0.0014426952793221773,0.06964940166915988,0.23845340799309586,FALSE
CORO1B,3500.275174514357,3.960124574766333e-6,0.0014426776662053668,0.29655249062776784,0.5331111109968539,FALSE
INPP4A,5504.105417078317,3.960034160327844e-6,0.0014426796900936728,0.5954379820340725,0.7742716726453253,FALSE
DDX12P,43.07794558924231,3.9589350520382825e-6,0.0014426935090165048,0.027007076568765373,0.1395508194013648,FALSE
OAZ2,4931.822206222703,3.957520709616038e-6,0.0014426333314841125,0.5629138301450108,0.7512776411837461,FALSE
SPAG16,1200.1802545617377,3.9560679490670755e-6,0.0014426527229247574,0.6869291941890806,0.8321687308347494,FALSE
MAP2K5,1345.9877034738408,3.953233510022243e-6,0.00144263482958965,0.8354451668687548,0.917254695034876,FALSE
RN7SL381P,388.316023869827,3.952585998468202e-6,0.001442693634563644,0.026448609405793716,0.13778736090760096,FALSE
ZFP92,639.0346266996381,3.951125286577782e-6,0.0014426890025370882,0.5907883203562689,0.7716025875574328,FALSE
DCAF13P3,23.211466583680988,3.950978627439724e-6,0.0014426895606988986,0.13073837343492606,0.34008356615948476,FALSE
SCOC-AS1,25.54881954553312,3.949996760472731e-6,0.0014426797083660849,0.29842133928920617,0.5352346280666319,FALSE
FBXL13,91.52687813483281,3.9473318734723346e-6,0.0014426796906104149,0.9875820984765625,0.9944901969885112,FALSE
CYSRT1,54.95735125097478,3.946252588529845e-6,0.0014426748337328303,0.27312644555278737,0.5091776091731378,FALSE
RPEP4,12.316557276178617,3.9461386013653015e-6,0.0014426917977152292,0.05785037049630446,0.21334484284920033,FALSE
C16orf95,129.91449545043403,3.94493075744331e-6,0.0014426630100691513,0.20623844900845303,0.43779904609202147,FALSE
AC114763.1,28.048065636185576,3.944760736343648e-6,0.001442686306933189,0.25936169786368857,0.49486731975846143,FALSE
